01/11/2022 16:20:35,01/11/2022 16:20:30,"[1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",3.6826818993518047,3.892974376678467

01/11/2022 16:20:40,1,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",3.7378726210385333,3.3101766109466553

01/11/2022 16:20:40,2,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",3.7378726210385333,0

01/11/2022 16:20:41,7.203150987625122,2.7357340621219923

